participant_id,group,instruction_condition,n_trials,block1_condition,block2_condition,human_acc_overall,human_acc_block1,human_acc_block2,varvol_acc_overall,varvol_acc_block1,varvol_acc_block2,weber_acc_overall,weber_acc_block1,weber_acc_block2,varvol_match_overall,varvol_match_overall_std,varvol_match_block1,varvol_match_block1_std,varvol_match_block2,varvol_match_block2_std,weber_match_overall,weber_match_overall_std,weber_match_block1,weber_match_block1_std,weber_match_block2,weber_match_block2_std,task_switches,task_traps,task_beta
adaptive_lab_534d2332,B,Instructions,100,high_noise,medium_noise,0.52,0.72,0.32,0.749,0.776,0.7219999999999999,0.752,0.75,0.754,0.5919999999999999,0.04032369030731191,0.6960000000000001,0.03929376540877699,0.4880000000000001,0.06337191807101945,0.579,0.033151168908501547,0.688,0.049558046773455475,0.47000000000000003,0.044497190922573975,4,21,0.79
adaptive_lab_57523f00,B,Instructions,100,medium_noise,high_noise,0.54,0.58,0.5,0.6565,0.6809999999999999,0.632,0.688,0.669,0.707,0.5655,0.05580994535026888,0.5309999999999999,0.06737210105080589,0.6,0.07211102550927978,0.5609999999999999,0.03910242959203429,0.5529999999999999,0.055955339334151116,0.5690000000000002,0.037669616403674715,3,30,0.7
adaptive_lab_62d173ea,B,Instructions,100,high_noise,medium_noise,0.43,0.42,0.44,0.718,0.6369999999999999,0.799,0.74,0.6559999999999999,0.8240000000000001,0.503,0.0382230297072328,0.5269999999999999,0.07273926037567333,0.4790000000000001,0.029308701779505692,0.502,0.033852621759621525,0.516,0.046303347611160915,0.488,0.05114684741017768,5,27,0.73
adaptive_lab_685a115e,B,Instructions,100,high_noise,medium_noise,0.41,0.38,0.44,0.6689999999999999,0.688,0.6499999999999998,0.6545000000000001,0.7020000000000001,0.607,0.44800000000000006,0.02874021572639983,0.44000000000000006,0.0409878030638384,0.45599999999999996,0.047581509013481287,0.43450000000000005,0.05014728307695244,0.43000000000000005,0.053851648071345036,0.43900000000000006,0.06677574409918619,5,28,0.72
adaptive_lab_6bfae065,B,Instructions,100,medium_noise,high_noise,0.51,0.42,0.6,0.721,0.8019999999999999,0.6399999999999999,0.6904999999999999,0.826,0.5549999999999999,0.506,0.03440930106817053,0.508,0.040199502484483576,0.504,0.06945502141674137,0.4625,0.03985912693474357,0.49000000000000005,0.04626013402488152,0.43500000000000016,0.04852834223420372,3,34,0.6599999999999999
adaptive_lab_6efcb881,B,Instructions,100,medium_noise,high_noise,0.76,0.76,0.76,0.6864999999999999,0.732,0.6409999999999999,0.7255,0.733,0.7180000000000001,0.7395,0.03653423052426313,0.69,0.05813776741499453,0.789,0.066475559418481,0.7905,0.038791107228332615,0.6869999999999999,0.05450688029964656,0.8939999999999999,0.04943682837723309,6,29,0.71
adaptive_lab_7791e665,A,No Instructions,100,medium_noise,high_noise,0.56,0.72,0.4,0.7549999999999999,0.8019999999999999,0.708,0.7300000000000001,0.75,0.71,0.574,0.02973213749463699,0.724,0.04127953488110059,0.42400000000000004,0.047159304490206375,0.5619999999999999,0.036959437225152644,0.722,0.04686149805543991,0.402,0.06225752966509352,3,21,0.79
adaptive_lab_7ba35dc6,B,Instructions,100,high_noise,medium_noise,0.58,0.56,0.6,0.7160000000000001,0.7410000000000001,0.691,0.711,0.7010000000000001,0.721,0.606,0.03720215047547654,0.625,0.061603571325045764,0.587,0.05487257967327579,0.635,0.04598912915026767,0.635,0.05894913061275798,0.635,0.06288879073412049,8,19,0.81
adaptive_lab_7ebadc2b,B,Instructions,100,medium_noise,high_noise,0.63,0.6,0.66,0.7049999999999998,0.7529999999999999,0.657,0.7104999999999999,0.7699999999999999,0.6509999999999999,0.675,0.025980762113533142,0.651,0.03064310689208913,0.6990000000000001,0.036592348927063964,0.6775,0.03418698582794335,0.6599999999999999,0.043817804600413277,0.6950000000000001,0.041892720131306814,7,18,0.8200000000000001
adaptive_lab_8003f702,B,Instructions,100,medium_noise,high_noise,0.53,0.54,0.52,0.6659999999999999,0.708,0.624,0.688,0.7429999999999999,0.633,0.6010000000000001,0.041940433951021545,0.5940000000000001,0.049436828377233094,0.608,0.062417946137308944,0.588,0.03695943722515265,0.599,0.051951900831442153,0.577,0.06205642593640081,8,24,0.76
adaptive_lab_8b1d2fbe,B,Instructions,100,medium_noise,high_noise,0.87,0.84,0.9,0.7705,0.807,0.734,0.7579999999999999,0.796,0.72,0.8135,0.027977669667075544,0.8729999999999999,0.03421987726453737,0.7540000000000001,0.053329166503893535,0.804,0.04188078318274384,0.858,0.037363083384538816,0.75,0.06016643582596527,5,21,0.79
adaptive_lab_8eb0859e,B,Instructions,100,high_noise,medium_noise,0.67,0.58,0.76,0.7805000000000001,0.777,0.784,0.754,0.7909999999999999,0.717,0.6944999999999999,0.034565155865408724,0.643,0.03702701716314725,0.746,0.03852272056851646,0.673,0.022158519806160328,0.623,0.036482872693909416,0.723,0.04484417464955733,5,15,0.85
adaptive_lab_9d4ed4c8,A,No Instructions,100,high_noise,medium_noise,0.63,0.72,0.54,0.8009999999999999,0.817,0.7849999999999999,0.8275,0.8230000000000001,0.8320000000000001,0.642,0.03218695387886218,0.707,0.041605288125429435,0.5770000000000001,0.04786439177509728,0.6395000000000001,0.025391927851189242,0.7070000000000001,0.04572745346069469,0.572,0.023151673805580426,3,19,0.81
adaptive_lab_a474f8ac,B,Instructions,100,high_noise,medium_noise,0.75,0.68,0.82,0.7089999999999999,0.712,0.7059999999999998,0.7345,0.734,0.735,0.7210000000000001,0.03766961640367472,0.72,0.04147288270665544,0.722,0.05617828762075255,0.7384999999999999,0.04982720140646072,0.7060000000000002,0.0544426303552648,0.7710000000000001,0.05602677931132574,5,26,0.74
adaptive_lab_a55bffe3,A,No Instructions,100,high_noise,medium_noise,0.69,0.52,0.86,0.6594999999999999,0.5670000000000001,0.7519999999999999,0.6499999999999999,0.549,0.7509999999999999,0.6315000000000001,0.03889408695418882,0.5110000000000001,0.04998999899979996,0.752,0.05114684741017769,0.627,0.03421987726453735,0.531,0.053094255809833145,0.7230000000000001,0.05030904491242106,5,24,0.76
adaptive_lab_aed15edd,B,Instructions,100,medium_noise,high_noise,0.57,0.52,0.62,0.7170000000000001,0.7589999999999999,0.675,0.7070000000000001,0.7759999999999999,0.638,0.586,0.03813135192987523,0.557,0.044844174649557325,0.615,0.05399073994677236,0.564,0.030066592756745798,0.532,0.0448998886412873,0.5959999999999999,0.03611094017053558,10,18,0.8200000000000001
adaptive_lab_afa823e9,B,Instructions,100,medium_noise,high_noise,0.6,0.6,0.6,0.6385000000000001,0.6389999999999999,0.6379999999999999,0.696,0.713,0.6789999999999999,0.6185000000000002,0.03837642505497352,0.6609999999999999,0.05384236250388722,0.5760000000000001,0.07088018058667739,0.597,0.04627094120503709,0.647,0.04112177038990417,0.547,0.06009159675029447,5,32,0.6799999999999999
adaptive_lab_baac83df,B,Instructions,100,high_noise,medium_noise,0.77,0.68,0.86,0.606,0.49300000000000005,0.719,0.5970000000000001,0.472,0.722,0.6940000000000001,0.04270831300812524,0.631,0.05384236250388722,0.757,0.04990991885387112,0.683,0.04279018579066932,0.608,0.0643117407632541,0.7579999999999999,0.059632206063502294,5,25,0.75
adaptive_lab_c5b3641b,B,Instructions,100,medium_noise,high_noise,0.67,0.52,0.82,0.6805,0.6249999999999999,0.736,0.6789999999999999,0.593,0.7649999999999999,0.6955,0.03598263470064413,0.645,0.04893873721296863,0.746,0.0551724568965349,0.6890000000000001,0.033600595232822876,0.623,0.055596762495670554,0.7550000000000001,0.04236744032862973,8,23,0.77
adaptive_lab_c88395a3,B,Instructions,100,medium_noise,high_noise,0.63,0.64,0.62,0.5615,0.536,0.5869999999999999,0.6274999999999998,0.51,0.745,0.6385,0.04628984769903656,0.65,0.06340346993658942,0.6270000000000001,0.07880989785553588,0.6335,0.02987892233665735,0.662,0.029597297173897488,0.605,0.05757603668193913,7,33,0.6699999999999999
adaptive_lab_c973295f,A,No Instructions,100,medium_noise,high_noise,0.5,0.64,0.36,0.6105,0.72,0.501,0.6185,0.7180000000000001,0.5189999999999999,0.6615,0.03395217224272991,0.7139999999999999,0.05063595560468865,0.6089999999999999,0.0407308237088326,0.6575,0.03699662146737184,0.736,0.04270831300812525,0.579,0.059152345684681015,10,29,0.71
adaptive_lab_cc508b71,A,No Instructions,100,medium_noise,high_noise,0.72,0.7,0.74,0.7395,0.8389999999999999,0.6399999999999999,0.759,0.7899999999999999,0.728,0.6655,0.032783379935571004,0.6609999999999999,0.03973663297261104,0.6700000000000002,0.0670820393249937,0.6580000000000001,0.0361386219991853,0.626,0.05589275444992848,0.69,0.04837354648979128,7,22,0.78
adaptive_lab_cd4434f6,B,Instructions,100,high_noise,medium_noise,0.61,0.44,0.78,0.719,0.619,0.819,0.716,0.5800000000000001,0.852,0.6589999999999999,0.028792360097775936,0.527,0.0353694783676548,0.791,0.044034077712608,0.663,0.019,0.534,0.03352610922848042,0.7919999999999999,0.0305941170815567,8,21,0.79
adaptive_lab_ceb36f8b,B,Instructions,100,high_noise,medium_noise,0.57,0.5,0.64,0.6904999999999999,0.6340000000000001,0.747,0.708,0.6289999999999999,0.7870000000000001,0.5705,0.034565155865408724,0.5199999999999999,0.05656854249492381,0.621,0.043116122274620215,0.5369999999999999,0.02917190429162965,0.5130000000000001,0.044844174649557346,0.5609999999999999,0.04403407771260799,6,22,0.78
adaptive_lab_d3b198e4,B,Instructions,100,medium_noise,high_noise,0.73,0.74,0.72,0.7535000000000001,0.6829999999999999,0.8240000000000001,0.826,0.7289999999999999,0.9229999999999998,0.7494999999999999,0.03904804732633887,0.767,0.04869291529575941,0.732,0.046647615158762396,0.7350000000000001,0.030577769702841318,0.7550000000000001,0.048528342234203735,0.715,0.04141255848169731,4,23,0.77
adaptive_lab_d3df5afa,A,No Instructions,100,high_noise,medium_noise,0.56,0.48,0.64,0.546,0.547,0.545,0.5675000000000001,0.5650000000000001,0.5700000000000001,0.586,0.04487761134463376,0.549,0.07196526940128829,0.6230000000000001,0.06550572494064927,0.5765,0.03468068626771966,0.5530000000000002,0.058745212570898056,0.6,0.04939635614091387,10,29,0.71
adaptive_lab_d8fc8189,B,Instructions,100,medium_noise,high_noise,0.56,0.6,0.52,0.719,0.7819999999999999,0.656,0.7009999999999998,0.8059999999999998,0.5960000000000002,0.6619999999999999,0.03641428291206625,0.6559999999999999,0.0440908153700972,0.668,0.06584831053261732,0.6779999999999999,0.03443835071544511,0.6619999999999999,0.035156791662493886,0.694,0.059363288318623315,5,25,0.75
adaptive_lab_e97713f3,B,Instructions,100,medium_noise,high_noise,0.9,0.82,0.98,0.7994999999999999,0.756,0.843,0.8465,0.771,0.9220000000000003,0.7855000000000001,0.032630507198019465,0.74,0.05099019513592785,0.8310000000000001,0.03923009049186606,0.8204999999999998,0.033087006513131394,0.7329999999999999,0.044844174649557325,0.9079999999999998,0.03487119154832537,3,21,0.79
adaptive_lab_eef00ebf,B,Instructions,100,high_noise,medium_noise,0.77,0.66,0.88,0.721,0.6990000000000001,0.743,0.753,0.716,0.79,0.719,0.02861817604250838,0.715,0.049749371855331,0.7230000000000001,0.055596762495670554,0.747,0.03451086785347481,0.724,0.04800000000000001,0.77,0.060827625302982205,5,29,0.71
adaptive_lab_ef0d7ba0,B,Instructions,100,high_noise,medium_noise,0.75,0.72,0.78,0.7789999999999999,0.7670000000000001,0.7909999999999999,0.8240000000000001,0.845,0.8030000000000002,0.7919999999999999,0.029427877939124318,0.7889999999999999,0.04877499359302878,0.7950000000000002,0.035707142142714234,0.788,0.03009983388658482,0.7829999999999999,0.04616275555033516,0.7929999999999999,0.030512292604784698,4,19,0.81
adaptive_lab_f2d405ab,B,Instructions,100,medium_noise,high_noise,0.65,0.58,0.72,0.7409999999999999,0.7859999999999999,0.696,0.6985000000000001,0.782,0.615,0.678,0.03458323293158116,0.6319999999999999,0.04019950248448357,0.724,0.060199667773169645,0.6655,0.04295055296500848,0.624,0.04923413450036469,0.707,0.06819824044651006,5,24,0.76
adaptive_lab_f69d4496,A,No Instructions,100,medium_noise,high_noise,0.83,0.72,0.94,0.7575000000000001,0.7410000000000001,0.774,0.7529999999999999,0.7419999999999999,0.764,0.7755,0.030079062485390076,0.791,0.0462493243193887,0.76,0.045607017003965515,0.786,0.03337663853655727,0.8200000000000001,0.028284271247461888,0.752,0.06584831053261732,2,20,0.8
